测试时间,条码,软件版本号,硬件版本号,环境温度(℃),温度保留1(℃),温度保留2(℃),满充容量(mAh),剩余电量(mAh),SOC(%),总电压(mV),实时电流(mA),循环放电次数(次),Pack状态(/),电池状态(/),Pack配置(/),进水阻抗(KΩ),电芯温度1(℃),电芯温度2(℃),电芯温度3(℃),电芯温度4(℃),湿度(%),功率温度(℃),AFE状态(/),最高电压(mV),最高电压单体号(/),最低电压(mV),最低电压单体号(/),单体最大温度(℃),单体最小温度(℃),均衡状态(/),RTC通讯状态(/),EEPROM通讯状态(/),最大压差(mV),温差(℃),电芯01电压(mV),电芯02电压(mV),电芯03电压(mV),电芯04电压(mV),电芯05电压(mV),电芯06电压(mV),电芯07电压(mV),电芯08电压(mV),电芯09电压(mV),电芯10电压(mV),电芯11电压(mV),电芯12电压(mV),电芯13电压(mV),电芯14电压(mV),电芯15电压(mV),电芯16电压(mV),
2020年08月21日 10时53分53秒,BCB9920082150079,FWBAT-GX-A10-V012C,HWBAT-GX-A10-V100,28.0,0.0,0.0,23000,13627,59,52590,0,20,A0 00 ,00 00 ,0,0,29,27,28,28,45,27,01 ,3288,3,3285,1,29,27,00 00 ,01 ,01 ,3,2,3285,3287,3288,3288,3286,3286,3286,3288,3286,3286,3285,3287,3288,3288,3288,3288
2020年09月24日 13时27分36秒,BQ14474856352185,FWBAT-GX-A10-V019,HWBAT-GX-A10-V101,29.0,4045,2731,23000,13542,58,53432,0,0,20 00 ,00 00 ,0,10000,29,29,29,29,0,29,01 ,3363,14,3317,12,29,29,00 00 ,01 ,01 ,46,0,3333,3358,3334,3331,3344,3341,3343,3360,3327,3334,3325,3317,3342,3363,3349,3331
2020年09月24日 13时34分57秒,YTGB854632589631,FWBAT-GX-A10-V019,HWBAT-GX-A10-V101,29.0,4044,2731,23000,13541,58,53441,0,0,20 00 ,00 00 ,0,10000,29,29,29,29,0,30,01 ,3364,14,3317,12,29,29,00 00 ,01 ,01 ,47,0,3333,3359,3335,3332,3344,3341,3343,3360,3328,3334,3325,3317,3344,3364,3350,3332
2020年09月24日 13时54分41秒,PLN1478523691230,FWBAT-GX-A10-V019,HWBAT-GX-A10-V101,29.0,4047,2731,23000,13537,58,53432,0,0,20 00 ,00 00 ,0,10000,28,29,29,28,0,29,01 ,3363,14,3315,12,29,28,00 00 ,01 ,01 ,48,1,3334,3358,3335,3332,3344,3341,3343,3360,3327,3332,3324,3315,3342,3363,3350,3332
2020年09月24日 13时55分15秒,PQWDF74563218905,FWBAT-GX-A10-V019,HWBAT-GX-A10-V101,29.0,4046,2731,23000,13537,58,53433,0,0,20 00 ,00 00 ,0,10000,28,28,29,28,0,29,01 ,3363,14,3317,12,29,28,00 00 ,01 ,01 ,46,1,3333,3358,3334,3331,3344,3341,3343,3361,3326,3333,3325,3317,3343,3363,3349,3332
2020年09月24日 15时37分44秒,BQ45628397113795,FWBAT-GX-A10-V019,HWBAT-GX-A10-V101,29.0,4045,2731,23000,13520,58,53424,0,0,20 00 ,00 00 ,0,10000,28,29,29,28,0,30,01 ,3362,14,3317,12,29,28,00 00 ,01 ,01 ,45,1,3334,3358,3335,3332,3345,3340,3343,3360,3327,3333,3325,3317,3342,3362,3350,3331
2020年09月24日 15时54分24秒,TYP1234567854261,FWBAT-GX-A10-V019,HWBAT-GX-A10-V101,29.0,4045,2731,23000,13517,58,53423,0,0,20 00 ,00 00 ,0,10000,29,29,29,29,0,30,01 ,3360,8,3316,12,29,29,00 00 ,01 ,01 ,44,0,3333,3358,3334,3331,3344,3341,3343,3360,3327,3333,3325,3316,3342,3355,3350,3331
2020年12月21日 13时55分20秒,1234567890abcdef,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,22.0,21.0,21.0,0,0,0,3495,3476,23.0,23.0,0,10000,10000,0.00,55010,0,184,0,0,0,0,23000,4599,19,100,12000,0,0,4599,0,0,0,55748,3479,3506,3478,3474,3490,3484,3488,3506,3471,3477,3468,3460,3488,3508
2020年12月21日 13时57分21秒,abcdef0123456789,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,21.0,21.0,22.0,0,0,0,3492,3475,23.0,23.0,0,10000,10000,0.00,55457,0,304,0,0,0,0,23000,4599,19,100,12000,0,0,4599,0,0,0,55746,3478,3505,3481,3477,3490,3484,3486,3505,3471,3477,3469,3460,3488,3508
2020年12月21日 13时58分44秒,ABCDEF0123456789,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,22.0,22.0,22.0,0,0,0,3493,3475,23.0,23.0,0,10000,10000,0.00,55457,0,388,0,0,0,0,23000,4598,19,100,12000,0,0,4598,0,1,0,55667,3478,3505,3479,3475,3488,3484,3488,3505,3472,3457,3454,3459,3460,3495
2020年12月21日 13时59分07秒,0123456789ABCDEF,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,21.0,21.0,22.0,0,0,0,3495,3474,23.0,23.0,0,10000,10000,0.00,55457,0,411,0,0,0,0,23000,4598,19,100,12000,0,0,4598,0,1,0,55741,3479,3505,3480,3476,3488,3483,3488,3506,3472,3477,3468,3457,3486,3507
2020年12月21日 14时01分03秒,7410258963qazwsx,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,22.0,22.0,22.0,0,0,0,3492,3475,23.0,23.0,0,10000,10000,0.00,55457,0,527,0,0,0,0,23000,4598,19,100,12000,0,0,4598,0,1,0,55737,3479,3504,3479,3476,3489,3484,3487,3504,3470,3477,3469,3460,3486,3506
2020年12月21日 14时02分24秒,qwerty7453612980,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,22.0,22.0,22.0,0,0,0,3475,3453,23.0,23.0,0,10000,10000,0.00,55368,0,607,0,0,0,0,23000,4598,19,100,12000,0,0,4598,0,1,0,55634,3471,3482,3478,3476,3489,3485,3487,3492,3448,3477,3469,3458,3487,3507
2020年12月21日 14时03分34秒,7410258936asdfgh,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,22.0,22.0,22.0,0,0,0,3494,3475,23.0,23.0,0,10000,10000,0.00,55427,0,678,0,0,0,0,23000,4598,19,100,12000,0,0,4598,0,1,0,55743,3479,3504,3480,3477,3489,3485,3487,3504,3471,3477,3469,3459,3486,3507
2020年12月21日 14时52分11秒,7859461230yuhjklp,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,23.0,22.0,23.0,0,0,0,3482,3463,23.0,23.0,0,10000,10000,0.00,0,0,3595,0,0,0,0,23000,4600,20,100,12000,0,0,4600,0,0,0,55528,3464,3490,3464,3460,3474,3470,3472,3491,3458,3465,3457,3448,3474,3496
2020年12月21日 14时52分49秒,TYHSGT1452639870,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,22.0,22.0,22.0,0,0,0,3482,3463,23.0,23.0,0,10000,10000,0.00,0,0,3632,0,0,0,0,23000,4600,20,100,12000,0,0,4600,0,0,0,55528,3464,3490,3464,3460,3474,3470,3472,3491,3458,3465,3457,3448,3474,3496
2020年12月21日 15时30分59秒,retyyu1023456789,FWBAT-GX-A10-V100T,HWBAT-GX-A10-V100,23.0,22.0,23.0,0,0,0,3491,3472,24.0,24.0,0,10000,10000,0.00,54383,0,1608535853,0,0,0,0,23000,4594,19,100,12000,0,0,4594,0,5,0,55692,3476,3501,3476,3473,3486,3481,3483,3502,3468,3474,3465,3456,3483,3505
